audiopath,speaker_name,text,emotion,sensitivity
M029_contempt_level_1_002.txt.wav,M029,Don't ask me to carry an oily rag like that.,contempt,1
W018_neutral_level_1_039.txt.wav,W018,No price is too high when true love is at stake.,neutral,1
M032_disgusted_level_3_018.txt.wav,M032,Pretty soon a woman came along carrying a folded umbrella as a walking stick.,disgusted,3
W038_sad_level_3_023.txt.wav,W038,He stole a dime from a beggar.,sad,3
W033_happy_level_2_035.txt.wav,W033,Obviously the bridal pair has many adjustments to make to their new situation.,happy,2
M042_angry_level_1_016.txt.wav,M042,Nuclear rockets can destroy airfields with ease.,angry,1
M028_disgusted_level_2_026.txt.wav,M028,His superiors had also preached this saying it was the way for eternal honor.,disgusted,2
M024_fear_level_3_029.txt.wav,M024,No price is too high when true love is at stake.,fear,3
W040_disgusted_level_3_033.txt.wav,W040,Does society really exist as an entity over and above the agglomeration of men.,disgusted,3
W023_disgusted_level_2_039.txt.wav,W023,Land based radar would help with this task.,disgusted,2
M007_neutral_level_1_013.txt.wav,M007,The nearest synagogue may not be within walking distance.,neutral,1
M041_neutral_level_1_035.txt.wav,M041,Who authorized the unlimited expense account.,neutral,1
W016_surprised_level_3_018.txt.wav,W016,Lighted windows glowed jewel bright through the downpour.,surprised,3
W025_contempt_level_3_027.txt.wav,W025,No one material is best for all situations.,contempt,3
W037_contempt_level_1_050.txt.wav,W037,It was not whatever tale was told by tails.,contempt,1
W028_disgusted_level_2_042.txt.wav,W028,The plaintiff in school desegregation cases.,disgusted,2
M040_contempt_level_3_009.txt.wav,M040,Only lawyers love millionaires.,contempt,3
M007_disgusted_level_3_012.txt.wav,M007,If people were more generous there would be no need for welfare.,disgusted,3
W016_angry_level_1_025.txt.wav,W016,His superiors had also preached this saying it was the way for eternal honor.,angry,1
M040_disgusted_level_3_057.txt.wav,M040,Will you tell me why.,disgusted,3
W037_contempt_level_1_044.txt.wav,W037,The plaintiff in school desegregation cases.,contempt,1
W025_contempt_level_3_033.txt.wav,W025,We of the liberal led world got all set for peace and rehabilitation.,contempt,3
M023_fear_level_1_008.txt.wav,M023,The high security prison was surrounded by barbed wire.,fear,1
W028_disgusted_level_2_056.txt.wav,W028,Don't ask me to carry an oily rag like that.,disgusted,2
M032_surprised_level_2_027.txt.wav,M032,It was not whatever tale was told by tails.,surprised,2
M025_disgusted_level_1_008.txt.wav,M025,Basketball can be an entertaining sport.,disgusted,1
M022_fear_level_2_008.txt.wav,M022,The high security prison was surrounded by barbed wire.,fear,2
M040_disgusted_level_3_043.txt.wav,M040,His superiors had also preached this saying it was the way for eternal honor.,disgusted,3
M007_disgusted_level_3_006.txt.wav,M007,Young children should avoid exposure to contagious diseases.,disgusted,3
W023_happy_level_3_043.txt.wav,W023,I'll have a scoop of that exotic purple and turquoise sherbet.,happy,3
W040_disgusted_level_3_027.txt.wav,W040,Pretty soon a woman came along carrying a folded umbrella as a walking stick.,disgusted,3
M041_neutral_level_1_021.txt.wav,M041,Agricultural products are unevenly distributed.,neutral,1
M007_neutral_level_1_007.txt.wav,M007,Thereupon followed a demonstration that tyranny knows no ideological confines.,neutral,1
W040_neutral_level_1_014.txt.wav,W040,Calcium makes bones and teeth strong.,neutral,1
M042_surprised_level_3_032.txt.wav,M042,Lighted windows glowed jewel bright through the downpour.,surprised,3
M007_fear_level_3_023.txt.wav,M007,I'll have a scoop of that exotic purple and turquoise sherbet.,fear,3
M019_neutral_level_1_018.txt.wav,M019,He ripped down the cellophane carefully and laid three dogs on the tin foil.,neutral,1
M019_surprised_level_1_008.txt.wav,M019,While waiting for Chipper she crisscrossed the square many times.,surprised,1
M028_happy_level_2_025.txt.wav,M028,The plaintiff in school desegregation cases.,happy,2
W038_sad_level_3_037.txt.wav,W038,No manufacturer has taken the initiative in pointing out the costs involved.,sad,3
W036_happy_level_1_048.txt.wav,W036,His superiors had also preached this saying it was the way for eternal honor.,happy,1
W033_happy_level_2_021.txt.wav,W033,Project development was proceeding too slowly.,happy,2
M042_angry_level_1_002.txt.wav,M042,Don't ask me to carry an oily rag like that.,angry,1
M042_disgusted_level_2_019.txt.wav,M042,December and January are nice months to spend in Miami.,disgusted,2
W023_fear_level_3_054.txt.wav,W023,No the man was not drunk he wondered how he got tied up with this stranger.,fear,3
W016_disgusted_level_2_027.txt.wav,W016,The revolution now under way in materials handling makes this much easier.,disgusted,2
M005_contempt_level_2_017.txt.wav,M005,We of the liberal led world got all set for peace and rehabilitation.,contempt,2
W025_neutral_level_1_063.txt.wav,W025,I'll have a scoop of that exotic purple and turquoise sherbet.,neutral,1
M028_surprised_level_3_019.txt.wav,M028,But this doesn't detract from its merit as an interesting if not great film.,surprised,3
M032_angry_level_1_015.txt.wav,M032,Kindergarten children decorate their classrooms for all holidays.,angry,1
M026_contempt_level_2_027.txt.wav,M026,No the man was not drunk he wondered how he got tied up with this stranger.,contempt,2
M029_contempt_level_1_016.txt.wav,M029,Mosquitoes exist in warm humid climates.,contempt,1
W018_neutral_level_1_005.txt.wav,W018,The moment of truth is the moment of crisis.,neutral,1
M032_disgusted_level_3_024.txt.wav,M032,Land based radar would help with this task.,disgusted,3
M019_neutral_level_1_030.txt.wav,M019,The eastern coast is a place for pure pleasure and excitement.,neutral,1
M019_surprised_level_1_020.txt.wav,M019,He further proposed grants of an unspecified sum for experimental Hospitals.,surprised,1
M007_surprised_level_2_005.txt.wav,M007,His shoulder felt as if it were broken.,surprised,2
M034_angry_level_3_003.txt.wav,M034,Will you tell me why.,angry,3
W033_happy_level_2_009.txt.wav,W033,Tim takes Sheila to see movies twice a week.,happy,2
W025_sad_level_1_041.txt.wav,W025,Todd placed top priority on getting his bike fixed.,sad,1
W009_neutral_level_1_027.txt.wav,W009,The prospect of cutting back spending is an unpleasant one for any governor.,neutral,1
W018_contempt_level_3_007.txt.wav,W018,It's illegal to postdate a check.,contempt,3
W029_angry_level_1_039.txt.wav,W029,One even gave my little dog a biscuit.,angry,1
W035_sad_level_2_041.txt.wav,W035,Todd placed top priority on getting his bike fixed.,sad,2
W040_surprised_level_2_024.txt.wav,W040,Please dig my potatoes up before frost.,surprised,2
M019_fear_level_3_028.txt.wav,M019,No the man was not drunk he wondered how he got tied up with this stranger.,fear,3
M032_contempt_level_2_003.txt.wav,M032,Will you tell me why.,contempt,2
M023_fear_level_1_020.txt.wav,M023,We will achieve a more vivid sense of what it is by realizing what it is not.,fear,1
M029_sad_level_3_002.txt.wav,M029,Don't ask me to carry an oily rag like that.,sad,3
M040_contempt_level_3_035.txt.wav,M040,She sprang up and went swiftly to the bedroom.,contempt,3
M025_happy_level_2_013.txt.wav,M025,The oasis was a mirage.,happy,2
W016_angry_level_1_019.txt.wav,W016,Then he would realize they were really things that only he himself could think.,angry,1
M022_fear_level_2_020.txt.wav,M022,We will achieve a more vivid sense of what it is by realizing what it is not.,fear,2
M025_disgusted_level_1_020.txt.wav,M025,I'll have a scoop of that exotic purple and turquoise sherbet.,disgusted,1
M009_happy_level_2_006.txt.wav,M009,By that time perhaps something better can be done.,happy,2
W025_disgusted_level_1_044.txt.wav,W025,It was not whatever tale was told by tails.,disgusted,1
W009_sad_level_2_016.txt.wav,W009,However the litter remained augmented by several dozen lunchroom suppers.,sad,2
M024_fear_level_3_015.txt.wav,M024,Will Robin wear a yellow lily.,fear,3
W028_fear_level_3_023.txt.wav,W028,That diagram makes sense only after much study.,fear,3
M041_neutral_level_1_009.txt.wav,M041,The best way to learn is to solve extra problems.,neutral,1
W019_sad_level_1_016.txt.wav,W019,However the litter remained augmented by several dozen lunchroom suppers.,sad,1
W016_surprised_level_3_024.txt.wav,W016,Land based radar would help with this task.,surprised,3
M040_sad_level_2_043.txt.wav,M040,I'll have a scoop of that exotic purple and turquoise sherbet.,sad,2
M009_happy_level_2_012.txt.wav,M009,Serve the coleslaw after I add the oil.,happy,2
M024_fear_level_3_001.txt.wav,M024,She had your dark suit in greasy wash water all year.,fear,3
W028_fear_level_3_037.txt.wav,W028,I'll have a scoop of that exotic purple and turquoise sherbet.,fear,3
W009_sad_level_2_002.txt.wav,W009,Don't ask me to carry an oily rag like that.,sad,2
W025_disgusted_level_1_050.txt.wav,W025,No price is too high when true love is at stake.,disgusted,1
W040_neutral_level_1_028.txt.wav,W040,He always seemed to have money in his pocket.,neutral,1
W016_surprised_level_3_030.txt.wav,W016,The revolution now under way in materials handling makes this much easier.,surprised,3
W024_angry_level_1_033.txt.wav,W024,In many of his poems death comes by train a strongly evocative visual image.,angry,1
W019_sad_level_1_002.txt.wav,W019,Don't ask me to carry an oily rag like that.,sad,1
M040_sad_level_2_057.txt.wav,M040,The revolution now under way in materials handling makes this much easier.,sad,2
M027_angry_level_3_022.txt.wav,M027,His superiors had also preached this saying it was the way for eternal honor.,angry,3
M011_contempt_level_2_027.txt.wav,M011,No the man was not drunk he wondered how he got tied up with this stranger.,contempt,2
W038_contempt_level_2_049.txt.wav,W038,His superiors had also preached this saying it was the way for eternal honor.,contempt,2
M032_contempt_level_2_017.txt.wav,M032,We of the liberal led world got all set for peace and rehabilitation.,contempt,2
M013_angry_level_1_022.txt.wav,M013,One even gave my little dog a biscuit.,angry,1
M029_sad_level_3_016.txt.wav,M029,However the litter remained augmented by several dozen lunchroom suppers.,sad,3
W025_happy_level_1_041.txt.wav,W025,One even gave my little dog a biscuit.,happy,1
M025_happy_level_2_007.txt.wav,M025,They used an aggressive policeman to flag thoughtless motorists.,happy,2
M039_angry_level_3_009.txt.wav,M039,The cat's meow always hurts my ears.,angry,3
M042_disgusted_level_2_025.txt.wav,M042,If the farm is rented the rent must be paid.,disgusted,2
W025_sad_level_1_055.txt.wav,W025,No the man was not drunk he wondered how he got tied up with this stranger.,sad,1
M028_surprised_level_3_025.txt.wav,M028,The plaintiff in school desegregation cases.,surprised,3
M032_angry_level_1_029.txt.wav,M032,The revolution now under way in materials handling makes this much easier.,angry,1
W009_neutral_level_1_033.txt.wav,W009,I'll have a scoop of that exotic purple and turquoise sherbet.,neutral,1
W035_sad_level_2_055.txt.wav,W035,No the man was not drunk he wondered how he got tied up with this stranger.,sad,2
W018_contempt_level_3_013.txt.wav,W018,Withdraw only as much money as you need.,contempt,3
M037_angry_level_2_040.txt.wav,M037,Todd placed top priority on getting his bike fixed.,angry,2
M003_disgusted_level_1_021.txt.wav,M003,Land based radar would help with this task.,disgusted,1
W040_surprised_level_2_030.txt.wav,W040,Salvation reconsidered.,surprised,2
M019_neutral_level_1_024.txt.wav,M019,Tornado's often destroy acres of farm land.,neutral,1
M032_disgusted_level_3_030.txt.wav,M032,The revolution now under way in materials handling makes this much easier.,disgusted,3
W018_neutral_level_1_011.txt.wav,W018,Greg buys fresh milk each weekday morning.,neutral,1
M007_surprised_level_2_011.txt.wav,M007,The viewpoint overlooked the ocean.,surprised,2
M028_happy_level_2_019.txt.wav,M028,Obviously the bridal pair has many adjustments to make to their new situation.,happy,2
M034_angry_level_3_017.txt.wav,M034,Lot of people will roam the streets in costumes and masks and having a ball.,angry,3
M035_disgusted_level_3_020.txt.wav,M035,Does society really exist as an entity over and above the agglomeration of men.,disgusted,3
W011_angry_level_1_003.txt.wav,W011,Will you tell me why.,angry,1
M022_happy_level_2_009.txt.wav,M022,By that time perhaps something better can be done.,happy,2
W025_angry_level_3_003.txt.wav,W025,Will you tell me why.,angry,3
W038_fear_level_1_007.txt.wav,W038,Call an ambulance for medical assistance.,fear,1
M032_sad_level_3_001.txt.wav,M032,She had your dark suit in greasy wash water all year.,sad,3
W015_contempt_level_1_004.txt.wav,W015,Are your grades higher or lower than Nancy's.,contempt,1
W018_surprised_level_2_001.txt.wav,W018,She had your dark suit in greasy wash water all year.,surprised,2
W033_contempt_level_2_025.txt.wav,W033,She sprang up and went swiftly to the bedroom.,contempt,2
W036_contempt_level_1_034.txt.wav,W036,I'll have a scoop of that exotic purple and turquoise sherbet.,contempt,1
W024_contempt_level_3_043.txt.wav,W024,Land based radar would help with this task.,contempt,3
M037_surprised_level_3_051.txt.wav,M037,His superiors had also preached this saying it was the way for eternal honor.,surprised,3
M026_angry_level_1_012.txt.wav,M026,He will allow a rare lie.,angry,1
W009_angry_level_3_016.txt.wav,W009,But in this one section we welcomed auditors.,angry,3
W035_disgusted_level_3_044.txt.wav,W035,It was not whatever tale was told by tails.,disgusted,3
M033_fear_level_3_004.txt.wav,M033,Call an ambulance for medical assistance.,fear,3
W015_happy_level_2_018.txt.wav,W015,He would not carry a brief case.,happy,2
M012_angry_level_3_012.txt.wav,M012,He will allow a rare lie.,angry,3
M033_angry_level_3_019.txt.wav,M033,Then he would realize they were really things that only he himself could think.,angry,3
W011_sad_level_3_006.txt.wav,W011,We can die too we can die like real people People never live forever.,sad,3
M007_sad_level_3_022.txt.wav,M007,One even gave my little dog a biscuit.,sad,3
M042_contempt_level_2_007.txt.wav,M042,Are your grades higher or lower than Nancy's.,contempt,2
M007_angry_level_1_019.txt.wav,M007,Then he would realize they were really things that only he himself could think.,angry,1
M009_surprised_level_3_020.txt.wav,M009,He further proposed grants of an unspecified sum for experimental Hospitals.,surprised,3
M019_contempt_level_3_021.txt.wav,M019,One even gave my little dog a biscuit.,contempt,3
M022_disgusted_level_1_024.txt.wav,M022,It was not whatever tale was told by tails.,disgusted,1
W028_contempt_level_1_018.txt.wav,W028,Let us differentiate a few of these ideas.,contempt,1
M034_neutral_level_1_026.txt.wav,M034,His shoulder felt as if it were broken.,neutral,1
M013_contempt_level_3_001.txt.wav,M013,She had your dark suit in greasy wash water all year.,contempt,3
W035_neutral_level_1_013.txt.wav,W035,Thereupon followed a demonstration that tyranny knows no ideological confines.,neutral,1
W026_fear_level_1_024.txt.wav,W026,Special task forces rescue hostages from kidnappers.,fear,1
M003_sad_level_2_008.txt.wav,M003,There would still be plenty of moments of regret and sadness and guilty relief.,sad,2
M031_sad_level_2_012.txt.wav,M031,They enjoy it when I audition.,sad,2
M026_surprised_level_2_014.txt.wav,M026,Please dig my potatoes up before frost.,surprised,2
M035_angry_level_1_027.txt.wav,M035,No the man was not drunk he wondered how he got tied up with this stranger.,angry,1
M025_neutral_level_1_004.txt.wav,M025,Bridges tunnels and ferries are the most common methods of river crossings.,neutral,1
W024_disgusted_level_2_001.txt.wav,W024,She had your dark suit in greasy wash water all year.,disgusted,2
M003_happy_level_2_002.txt.wav,M003,Don't ask me to carry an oily rag like that.,happy,2
M013_sad_level_1_008.txt.wav,M013,There would still be plenty of moments of regret and sadness and guilty relief.,sad,1
W037_sad_level_1_036.txt.wav,W037,It is one of the rare public ventures here on which nearly everyone is agreed.,sad,1
W011_surprised_level_3_020.txt.wav,W011,He further proposed grants of an unspecified sum for experimental Hospitals.,surprised,3
W018_happy_level_2_006.txt.wav,W018,Tim takes Sheila to see movies twice a week.,happy,2
M031_sad_level_2_006.txt.wav,M031,We can die too we can die like real people People never live forever.,sad,2
M013_disgusted_level_3_021.txt.wav,M013,Land based radar would help with this task.,disgusted,3
M025_neutral_level_1_010.txt.wav,M025,Allow leeway here but rationalize all errors.,neutral,1
W024_disgusted_level_2_015.txt.wav,W024,Will Robin wear a yellow lily.,disgusted,2
M003_happy_level_2_016.txt.wav,M003,By that one feels that magnetic forces are as general as electrical forces.,happy,2
W018_happy_level_2_012.txt.wav,W018,Project development was proceeding too slowly.,happy,2
W037_sad_level_1_022.txt.wav,W037,John cleans shellfish for a living.,sad,1
W023_sad_level_3_008.txt.wav,W023,The diagnosis was discouraging however he was not overly worried.,sad,3
W011_sad_level_3_012.txt.wav,W011,They enjoy it when I audition.,sad,3
W028_angry_level_3_009.txt.wav,W028,The cat's meow always hurts my ears.,angry,3
M009_fear_level_1_018.txt.wav,M009,The pulsing glow of a cigarette.,fear,1
M019_angry_level_1_026.txt.wav,M019,It was not whatever tale was told by tails.,angry,1
M031_happy_level_2_028.txt.wav,M031,No the man was not drunk he wondered how he got tied up with this stranger.,happy,2
M030_contempt_level_3_025.txt.wav,M030,His superiors had also preached this saying it was the way for eternal honor.,contempt,3
M022_disgusted_level_1_030.txt.wav,M022,Will you tell me why.,disgusted,1
W035_neutral_level_1_007.txt.wav,W035,Bridges tunnels and ferries are the most common methods of river crossings.,neutral,1
M013_contempt_level_3_015.txt.wav,M013,No one material is best for all situations.,contempt,3
M034_neutral_level_1_032.txt.wav,M034,One even gave my little dog a biscuit.,neutral,1
W018_surprised_level_2_015.txt.wav,W018,Grandmother outgrew her upbringing in petticoats.,surprised,2
W015_contempt_level_1_010.txt.wav,W015,Let us differentiate a few of these ideas.,contempt,1
M024_contempt_level_3_029.txt.wav,M024,No price is too high when true love is at stake.,contempt,3
W036_contempt_level_1_020.txt.wav,W036,Family loyalties and cooperative work have been unbroken for generations.,contempt,1
W026_angry_level_2_040.txt.wav,W026,Todd placed top priority on getting his bike fixed.,angry,2
M007_contempt_level_3_019.txt.wav,M007,She sprang up and went swiftly to the bedroom.,contempt,3
W033_contempt_level_2_031.txt.wav,W033,One even gave my little dog a biscuit.,contempt,2
M037_surprised_level_3_045.txt.wav,M037,Land based radar would help with this task.,surprised,3
M026_angry_level_1_006.txt.wav,M026,The cat's meow always hurts my ears.,angry,1
W035_disgusted_level_3_050.txt.wav,W035,No price is too high when true love is at stake.,disgusted,3
W009_angry_level_3_002.txt.wav,W009,Don't ask me to carry an oily rag like that.,angry,3
M033_fear_level_3_010.txt.wav,M033,The fish began to leap frantically on the surface of the small lake.,fear,3
M042_sad_level_1_020.txt.wav,M042,Before Thursday's exam review every formula.,sad,1
M012_angry_level_3_006.txt.wav,M012,The cat's meow always hurts my ears.,angry,3
W011_angry_level_1_017.txt.wav,W011,Lot of people will roam the streets in costumes and masks and having a ball.,angry,1
W025_angry_level_3_017.txt.wav,W025,You're so preoccupied that you've let your faith grow dim.,angry,3
M035_fear_level_2_025.txt.wav,M035,The plaintiff in school desegregation cases.,fear,2
W024_sad_level_3_031.txt.wav,W024,American newspaper reviewers like to call his plays nihilistic.,sad,3
M032_sad_level_3_015.txt.wav,M032,Jeff thought you argued in favor of a centrifuge purchase.,sad,3
W037_surprised_level_3_021.txt.wav,W037,The viewpoint overlooked the ocean.,surprised,3
M034_fear_level_1_025.txt.wav,M034,The plaintiff in school desegregation cases.,fear,1
W023_angry_level_1_001.txt.wav,W023,She had your dark suit in greasy wash water all year.,angry,1
W024_surprised_level_3_016.txt.wav,W024,I just saw Jim near the new archeological museum.,surprised,3
M024_contempt_level_3_001.txt.wav,M024,She had your dark suit in greasy wash water all year.,contempt,3
M026_sad_level_1_017.txt.wav,M026,American newspaper reviewers like to call his plays nihilistic.,sad,1
W036_contempt_level_1_008.txt.wav,W036,This was easy for us.,contempt,1
M013_surprised_level_2_022.txt.wav,M013,One even gave my little dog a biscuit.,surprised,2
W015_happy_level_2_024.txt.wav,W015,Land based radar would help with this task.,happy,2
M026_disgusted_level_3_003.txt.wav,M026,You're not living up to your own principles she told my discouraged people.,disgusted,3
M042_sad_level_1_008.txt.wav,M042,The diagnosis was discouraging however he was not overly worried.,sad,1
M041_contempt_level_3_051.txt.wav,M041,No the man was not drunk he wondered how he got tied up with this stranger.,contempt,3
W016_sad_level_3_003.txt.wav,W016,Will you tell me why.,sad,3
W024_sad_level_3_019.txt.wav,W024,There's no chance now of all of us getting away.,sad,3
M041_surprised_level_1_039.txt.wav,M041,Todd placed top priority on getting his bike fixed.,surprised,1
W037_surprised_level_3_009.txt.wav,W037,The patient and the surgeon are both recuperating from the lengthy operation.,surprised,3
W015_surprised_level_1_007.txt.wav,W015,He ate four extra eggs for breakfast.,surprised,1
M013_disgusted_level_3_009.txt.wav,M013,How good is your endurance.,disgusted,3
W035_surprised_level_2_053.txt.wav,W035,No the man was not drunk he wondered how he got tied up with this stranger.,surprised,2
M031_disgusted_level_1_007.txt.wav,M031,Don't do Charlie's dirty dishes.,disgusted,1
W015_sad_level_2_010.txt.wav,W015,There's no chance now of all of us getting away.,sad,2
M025_neutral_level_1_038.txt.wav,M025,No the man was not drunk he wondered how he got tied up with this stranger.,neutral,1
M026_surprised_level_2_028.txt.wav,M026,No the man was not drunk he wondered how he got tied up with this stranger.,surprised,2
W018_disgusted_level_3_016.txt.wav,W018,If the farm is rented the rent must be paid.,disgusted,3
W029_happy_level_3_053.txt.wav,W029,It was not whatever tale was told by tails.,happy,3
W023_sad_level_3_020.txt.wav,W023,Before Thursday's exam review every formula.,sad,3
M033_angry_level_3_025.txt.wav,M033,His superiors had also preached this saying it was the way for eternal honor.,angry,3
M009_fear_level_1_030.txt.wav,M009,The revolution now under way in materials handling makes this much easier.,fear,1
M007_angry_level_1_025.txt.wav,M007,His superiors had also preached this saying it was the way for eternal honor.,angry,1
M035_sad_level_3_004.txt.wav,M035,The prospect of cutting back spending is an unpleasant one for any governor.,sad,3
W040_angry_level_1_023.txt.wav,W040,He will allow a rare lie.,angry,1
M042_happy_level_3_040.txt.wav,M042,Todd placed top priority on getting his bike fixed.,happy,3
W026_fear_level_1_018.txt.wav,W026,Straw hats are out of fashion this year.,fear,1
M022_disgusted_level_1_018.txt.wav,M022,Todd placed top priority on getting his bike fixed.,disgusted,1
W040_fear_level_2_007.txt.wav,W040,Call an ambulance for medical assistance.,fear,2
M035_sad_level_3_010.txt.wav,M035,There's no chance now of all of us getting away.,sad,3
M009_fear_level_1_024.txt.wav,M009,Land based radar would help with this task.,fear,1
W037_disgusted_level_2_036.txt.wav,W037,It was not whatever tale was told by tails.,disgusted,2
M009_surprised_level_3_008.txt.wav,M009,While waiting for Chipper she crisscrossed the square many times.,surprised,3
M031_happy_level_2_014.txt.wav,M031,Are your grades higher or lower than Nancy's.,happy,2
M030_contempt_level_3_019.txt.wav,M030,She sprang up and went swiftly to the bedroom.,contempt,3
M035_surprised_level_2_023.txt.wav,M035,I'll have a scoop of that exotic purple and turquoise sherbet.,surprised,2
M042_happy_level_3_054.txt.wav,M042,No the man was not drunk he wondered how he got tied up with this stranger.,happy,3
M013_contempt_level_3_029.txt.wav,M013,No price is too high when true love is at stake.,contempt,3
M019_contempt_level_3_009.txt.wav,M019,His failure to open the store by eight cost him his job.,contempt,3
W026_surprised_level_2_058.txt.wav,W026,The revolution now under way in materials handling makes this much easier.,surprised,2
M003_sad_level_2_020.txt.wav,M003,No manufacturer has taken the initiative in pointing out the costs involved.,sad,2
M031_disgusted_level_1_013.txt.wav,M031,Barb burned paper and leaves in a big bonfire.,disgusted,1
W024_neutral_level_1_019.txt.wav,W024,Allow leeway here but rationalize all errors.,neutral,1
W015_sad_level_2_004.txt.wav,W015,The prospect of cutting back spending is an unpleasant one for any governor.,sad,2
M009_neutral_level_1_040.txt.wav,M009,The revolution now under way in materials handling makes this much easier.,neutral,1
W035_angry_level_2_049.txt.wav,W035,His superiors had also preached this saying it was the way for eternal honor.,angry,2
M013_sad_level_1_020.txt.wav,M013,No manufacturer has taken the initiative in pointing out the costs involved.,sad,1
W018_disgusted_level_3_002.txt.wav,W018,Don't ask me to carry an oily rag like that.,disgusted,3
W011_surprised_level_3_008.txt.wav,W011,While waiting for Chipper she crisscrossed the square many times.,surprised,3
W029_happy_level_3_047.txt.wav,W029,The plaintiff in school desegregation cases.,happy,3
M041_happy_level_2_003.txt.wav,M041,Will you tell me why.,happy,2
W021_fear_level_3_039.txt.wav,W021,Todd placed top priority on getting his bike fixed.,fear,3
M035_disgusted_level_3_008.txt.wav,M035,Will Robin wear a yellow lily.,disgusted,3
M009_disgusted_level_2_023.txt.wav,M009,His superiors had also preached this saying it was the way for eternal honor.,disgusted,2
M035_fear_level_2_019.txt.wav,M035,One looked down on a sea of leaves a breaking wave of flower.,fear,2
M022_happy_level_2_021.txt.wav,M022,Todd placed top priority on getting his bike fixed.,happy,2
W016_sad_level_3_017.txt.wav,W016,American newspaper reviewers like to call his plays nihilistic.,sad,3
M032_sad_level_3_029.txt.wav,M032,No price is too high when true love is at stake.,sad,3
M034_fear_level_1_019.txt.wav,M034,One looked down on a sea of leaves a breaking wave of flower.,fear,1
W015_surprised_level_1_013.txt.wav,W015,The clumsy customer spilled some expensive perfume.,surprised,1
W024_surprised_level_3_002.txt.wav,W024,Don't ask me to carry an oily rag like that.,surprised,3
W023_angry_level_1_015.txt.wav,W023,Why do we need bigger and better bombs.,angry,1
W018_surprised_level_2_029.txt.wav,W018,No price is too high when true love is at stake.,surprised,2
M026_sad_level_1_003.txt.wav,M026,Will you tell me why.,sad,1
M024_contempt_level_3_015.txt.wav,M024,No one material is best for all situations.,contempt,3
M007_contempt_level_3_025.txt.wav,M007,His superiors had also preached this saying it was the way for eternal honor.,contempt,3
W011_disgusted_level_2_023.txt.wav,W011,I'll have a scoop of that exotic purple and turquoise sherbet.,disgusted,2
W038_angry_level_2_057.txt.wav,W038,The revolution now under way in materials handling makes this much easier.,angry,2
M026_disgusted_level_3_017.txt.wav,M026,Does society really exist as an entity over and above the agglomeration of men.,disgusted,3
W015_happy_level_2_030.txt.wav,W015,The revolution now under way in materials handling makes this much easier.,happy,2
M040_contempt_level_2_018.txt.wav,M040,Let us differentiate a few of these ideas.,contempt,2
M032_surprised_level_3_022.txt.wav,M032,One even gave my little dog a biscuit.,surprised,3
M007_disgusted_level_2_003.txt.wav,M007,You're not living up to your own principles she told my discouraged people.,disgusted,2
M019_disgusted_level_1_026.txt.wav,M019,No price is too high when true love is at stake.,disgusted,1
W025_contempt_level_2_036.txt.wav,W025,Todd placed top priority on getting his bike fixed.,contempt,2
W014_happy_level_1_011.txt.wav,W014,That noise problem grows more annoying each day.,happy,1
M042_surprised_level_2_037.txt.wav,M042,But this doesn't detract from its merit as an interesting if not great film.,surprised,2
M042_fear_level_1_033.txt.wav,M042,The pulsing glow of a cigarette.,fear,1
W028_neutral_level_1_042.txt.wav,W028,Call an ambulance for medical assistance.,neutral,1
W016_surprised_level_2_009.txt.wav,W016,I just saw Jim near the new archeological museum.,surprised,2
M007_fear_level_2_026.txt.wav,M007,His superiors had also preached this saying it was the way for eternal honor.,fear,2
W023_happy_level_2_046.txt.wav,W023,His superiors had also preached this saying it was the way for eternal honor.,happy,2
M028_happy_level_3_020.txt.wav,M028,Both the conditions and the complicity are documented in considerable detail.,happy,3
M032_disgusted_level_2_009.txt.wav,M032,Young children should avoid exposure to contagious diseases.,disgusted,2
M025_surprised_level_1_026.txt.wav,M025,His superiors had also preached this saying it was the way for eternal honor.,surprised,1
M040_happy_level_1_022.txt.wav,M040,The oasis was a mirage.,happy,1
M007_surprised_level_3_028.txt.wav,M007,No the man was not drunk he wondered how he got tied up with this stranger.,surprised,3
M005_contempt_level_3_012.txt.wav,M005,Family loyalties and cooperative work have been unbroken for generations.,contempt,3
M041_angry_level_1_050.txt.wav,M041,It was not whatever tale was told by tails.,angry,1
M026_contempt_level_3_022.txt.wav,M026,I'll have a scoop of that exotic purple and turquoise sherbet.,contempt,3
W040_surprised_level_3_009.txt.wav,W040,The patient and the surgeon are both recuperating from the lengthy operation.,surprised,3
M019_fear_level_2_005.txt.wav,M019,Tornado's often destroy acres of farm land.,fear,2
W023_surprised_level_2_003.txt.wav,W023,Will you tell me why.,surprised,2
W016_disgusted_level_3_022.txt.wav,W016,The plaintiff in school desegregation cases.,disgusted,3
M028_surprised_level_2_008.txt.wav,M028,While waiting for Chipper she crisscrossed the square many times.,surprised,2
M005_contempt_level_3_006.txt.wav,M005,Only lawyers love millionaires.,contempt,3
W037_fear_level_1_039.txt.wav,W037,Todd placed top priority on getting his bike fixed.,fear,1
M019_fear_level_2_011.txt.wav,M019,Straw hats are out of fashion this year.,fear,2
W015_fear_level_2_027.txt.wav,W015,It was not whatever tale was told by tails.,fear,2
W023_surprised_level_2_017.txt.wav,W023,I took her word for it but is she really going with you.,surprised,2
M030_happy_level_1_021.txt.wav,M030,Todd placed top priority on getting his bike fixed.,happy,1
